id_department,department_name,terrain_area,old_antenna,new_antenna_type
8,Caqueta,435200,27,c
2,Antioquia,1834200,19,b
4,Atlantico,940600,16,d
8,Caqueta,1310400,5,e
19,Magdalena,754200,9,d
6,Boyaca,520200,11,e
23,Putumayo,1585400,18,c
11,Cesar,604800,4,b
8,Caqueta,960400,28,c
15,Guainia,6200,26,a
29,Tolima,689800,19,e
25,Risaralda,1516600,10,b
7,Caldas,128600,17,a
20,Meta,596800,3,d
32,Vichada,1798400,15,a
5,Bolivar,1161800,2,a
14,Cundinamarca,1862400,29,a
12,Choco,1367200,28,b
8,Caqueta,760400,23,d
10,Cauca,31400,13,a
10,Cauca,448200,20,c
18,La Guajira,1359000,13,b
2,Antioquia,295800,15,c
14,Cundinamarca,314600,28,c
25,Risaralda,1840600,2,a
8,Caqueta,1869000,27,b
29,Tolima,1615600,18,a
12,Choco,304200,23,b
29,Tolima,1294800,3,a
23,Putumayo,1503200,14,b
22,Norte de Santander,65000,21,c
23,Putumayo,72000,21,c
23,Putumayo,1824600,3,e
18,La Guajira,1669600,6,c
5,Bolivar,1577400,16,e
19,Magdalena,716800,2,d
16,Guaviare,32600,11,e
29,Tolima,68600,11,d
25,Risaralda,976000,23,d
7,Caldas,1396200,2,d
31,Vaupes,612400,8,b
19,Magdalena,1814600,15,c
3,Arauca,1565600,7,d
21,Narino,270400,9,c
23,Putumayo,210400,30,d
10,Cauca,1525000,30,d
27,Santander,1624200,11,c
18,La Guajira,1327800,19,e
32,Vichada,1375000,26,d
9,Casanare,1668400,27,d
19,Magdalena,1204000,8,a
2,Antioquia,1939000,17,d
22,Norte de Santander,1499800,8,c
20,Meta,610800,24,b
30,Valle del Cauca,449000,15,c
13,Cordoba,1267800,11,e
7,Caldas,1651800,16,e
13,Cordoba,1955600,24,a
10,Cauca,106600,9,d
5,Bolivar,1476200,9,d
3,Arauca,1489000,16,d
20,Meta,1544600,23,b
19,Magdalena,1103600,5,c
19,Magdalena,91200,28,d
9,Casanare,1084600,0,b
11,Cesar,1815800,0,b
26,San Andres y Providencia,1404200,7,c
19,Magdalena,1411400,1,a
10,Cauca,652400,20,c
2,Antioquia,1270600,17,c
6,Boyaca,1742600,19,a
31,Vaupes,141200,13,b
5,Bolivar,823000,26,d
29,Tolima,625600,17,a
19,Magdalena,773400,25,c
11,Cesar,1264200,10,a
22,Norte de Santander,1523400,29,d
26,San Andres y Providencia,1013200,21,a
1,Amazonas,398800,26,a
12,Choco,822600,18,e
12,Choco,1395400,6,b
22,Norte de Santander,1663200,15,b
18,La Guajira,1597200,4,c
5,Bolivar,1035400,22,d
18,La Guajira,1039600,27,c
5,Bolivar,659000,18,b
1,Amazonas,1558000,10,e
24,Quindio,1324400,5,b
16,Guaviare,891600,26,e
2,Antioquia,111000,14,b
28,Sucre,259200,7,b
18,La Guajira,352000,28,e
2,Antioquia,1479000,4,b
3,Arauca,37200,19,d
20,Meta,141400,4,a
4,Atlantico,1773400,24,e
23,Putumayo,876000,15,c
27,Santander,175600,25,b
14,Cundinamarca,476200,4,c
9,Casanare,241400,6,d
24,Quindio,846800,26,d
26,San Andres y Providencia,676200,25,c
18,La Guajira,68400,25,c
29,Tolima,771600,3,c
15,Guainia,1566400,29,e
3,Arauca,322400,4,d
16,Guaviare,808800,4,d
5,Bolivar,760600,15,a
11,Cesar,856000,28,c
11,Cesar,21200,23,d
17,Huila,645400,6,a
10,Cauca,1905000,15,c
19,Magdalena,1911800,1,b
6,Boyaca,320600,21,d
23,Putumayo,1610600,26,c
21,Narino,918000,27,d
14,Cundinamarca,717400,1,d
32,Vichada,1381600,5,d
11,Cesar,873800,5,c
26,San Andres y Providencia,995400,4,e
18,La Guajira,1401000,5,c
11,Cesar,1553000,16,b
25,Risaralda,709000,26,c
5,Bolivar,32600,14,d
27,Santander,1493000,16,d
24,Quindio,1197600,26,a
2,Antioquia,68800,24,c
14,Cundinamarca,581000,6,a
32,Vichada,1243000,15,e
5,Bolivar,214600,19,e
2,Antioquia,802400,6,a
24,Quindio,694400,5,b
9,Casanare,1725200,10,d
8,Caqueta,1257400,0,e
16,Guaviare,1054400,18,b
8,Caqueta,1860400,23,b
7,Caldas,1641400,6,e
14,Cundinamarca,507400,30,a
29,Tolima,710200,14,a
11,Cesar,736200,12,d
28,Sucre,1625400,7,c
4,Atlantico,78200,7,a
2,Antioquia,309800,4,c
17,Huila,277400,12,c
29,Tolima,1979000,23,c
20,Meta,624200,0,d
14,Cundinamarca,33400,23,a
32,Vichada,6200,6,e
29,Tolima,37600,21,d
9,Casanare,1185400,11,d
8,Caqueta,1257400,29,e
23,Putumayo,1051000,29,e
23,Putumayo,1849600,6,e
32,Vichada,1330800,19,c
31,Vaupes,406600,29,b
6,Boyaca,1356400,30,d
23,Putumayo,832200,24,b
6,Boyaca,1986000,30,d
14,Cundinamarca,798600,3,a
31,Vaupes,966800,2,b
26,San Andres y Providencia,7800,14,c
10,Cauca,1340400,2,c
8,Caqueta,162600,25,e
9,Casanare,404400,17,a
14,Cundinamarca,1602200,30,d
26,San Andres y Providencia,1832800,10,a
21,Narino,1357200,8,b
2,Antioquia,834800,16,a
12,Choco,1638600,21,c
4,Atlantico,867200,18,b
12,Choco,1194400,12,b
1,Amazonas,1777400,24,e
6,Boyaca,1197600,23,c
14,Cundinamarca,1542200,19,d
7,Caldas,1374400,29,e
25,Risaralda,658600,30,d
11,Cesar,1859400,15,b
28,Sucre,450200,16,e
18,La Guajira,1553400,3,a
12,Choco,1716200,23,e
3,Arauca,158800,27,b
21,Narino,1799600,25,b
28,Sucre,76400,19,e
3,Arauca,26800,1,c
30,Valle del Cauca,408000,17,c
23,Putumayo,345800,7,c
6,Boyaca,1573000,16,d
13,Cordoba,465800,11,d
31,Vaupes,295000,27,d
16,Guaviare,1430200,23,a
27,Santander,1019200,19,a
20,Meta,1198400,19,c
17,Huila,145600,26,a
30,Valle del Cauca,1490200,4,b
5,Bolivar,1384000,9,e
24,Quindio,1664000,22,e
30,Valle del Cauca,7600,11,b
3,Arauca,1354400,7,e
20,Meta,1311800,12,c
1,Amazonas,962000,27,a
30,Valle del Cauca,1728000,9,a
2,Antioquia,1197000,29,c
18,La Guajira,585400,7,c
16,Guaviare,54000,7,b
4,Atlantico,1129400,29,e
17,Huila,7000,21,d
16,Guaviare,1035800,9,b
21,Narino,1486600,21,e
8,Caqueta,985400,2,e
19,Magdalena,1311800,6,a
13,Cordoba,1290200,27,a
27,Santander,1679600,2,c
19,Magdalena,146400,9,d
20,Meta,896400,17,b
14,Cundinamarca,333200,5,d
27,Santander,1853000,29,a
24,Quindio,553800,18,e
1,Amazonas,1783000,11,e
27,Santander,1058600,10,d
18,La Guajira,886200,17,a
2,Antioquia,1452800,29,e
14,Cundinamarca,1992200,24,e
18,La Guajira,452800,29,e
28,Sucre,999000,12,d
1,Amazonas,1420000,3,b
14,Cundinamarca,1103400,9,e
17,Huila,605400,3,e
4,Atlantico,1514000,25,e
5,Bolivar,783400,16,e
13,Cordoba,910800,14,d
13,Cordoba,1652400,10,b
13,Cordoba,1568600,23,b
28,Sucre,149600,11,d
14,Cundinamarca,163600,23,c
15,Guainia,1803400,5,a
23,Putumayo,874400,14,b
29,Tolima,593800,17,a
5,Bolivar,1580600,5,b
8,Caqueta,1363800,3,c
31,Vaupes,1092600,9,e
22,Norte de Santander,541200,10,e
1,Amazonas,570600,22,e
31,Vaupes,718800,8,e
23,Putumayo,532200,1,c
20,Meta,933800,11,e
32,Vichada,301200,2,d
5,Bolivar,321800,20,c
15,Guainia,666600,11,a
5,Bolivar,242000,7,e
2,Antioquia,1150000,30,b
12,Choco,1755800,9,a
5,Bolivar,1908800,9,c
19,Magdalena,1458000,18,e
18,La Guajira,360400,28,c
7,Caldas,1386000,6,e
5,Bolivar,147000,26,a
26,San Andres y Providencia,280800,27,d
29,Tolima,1612200,14,b
15,Guainia,796400,9,a
22,Norte de Santander,1937600,20,b
6,Boyaca,304000,23,c
25,Risaralda,415000,10,e
28,Sucre,898600,10,a
24,Quindio,289400,6,d
11,Cesar,983600,22,d
2,Antioquia,1511000,8,c
10,Cauca,1135400,4,c
4,Atlantico,1860400,20,b
32,Vichada,1469200,21,b
17,Huila,1093800,17,a
1,Amazonas,1648400,22,e
11,Cesar,999800,4,b
31,Vaupes,847400,11,d
31,Vaupes,909600,13,c
14,Cundinamarca,1584800,2,a
32,Vichada,560200,30,b
10,Cauca,1305800,6,e
28,Sucre,1563200,17,d
14,Cundinamarca,1183400,27,d
26,San Andres y Providencia,883000,25,e
19,Magdalena,744000,20,a
11,Cesar,800600,9,d
22,Norte de Santander,143600,22,e
6,Boyaca,1652800,18,a
6,Boyaca,1265200,16,a
3,Arauca,367600,30,b
4,Atlantico,1645000,23,a
9,Casanare,1710800,23,e
13,Cordoba,877200,24,a
8,Caqueta,757000,17,d
13,Cordoba,255000,26,a
21,Narino,1976800,6,d
15,Guainia,322800,25,a
8,Caqueta,1503400,30,a
9,Casanare,754000,21,c
25,Risaralda,1246600,17,b
6,Boyaca,1568000,21,d
10,Cauca,1957000,9,b
15,Guainia,1781200,24,c
2,Antioquia,76200,2,a
18,La Guajira,1058400,28,c
13,Cordoba,1086400,29,e
13,Cordoba,1710200,27,c
17,Huila,1940600,13,d
19,Magdalena,1072600,15,d
10,Cauca,957000,8,d
24,Quindio,10400,9,d
12,Choco,326800,29,c
24,Quindio,331800,25,b
31,Vaupes,1303000,15,a
12,Choco,987400,2,e
11,Cesar,100800,13,c
25,Risaralda,293200,18,c
12,Choco,1407800,10,d
32,Vichada,152600,16,b
8,Caqueta,694600,28,d
20,Meta,1114800,17,d
25,Risaralda,768800,20,e
19,Magdalena,978000,16,c
31,Vaupes,998600,2,c
18,La Guajira,556200,21,d
5,Bolivar,715200,29,b
2,Antioquia,1383800,21,c
28,Sucre,439600,7,b
21,Narino,17200,21,e
12,Choco,1297400,27,e
27,Santander,1339400,28,e
2,Antioquia,1164400,16,d
23,Putumayo,1731600,16,e
25,Risaralda,1980200,6,d
26,San Andres y Providencia,929800,0,e
32,Vichada,1993600,17,b
29,Tolima,1752400,26,a
7,Caldas,961600,21,b
10,Cauca,223600,26,d
30,Valle del Cauca,1114200,13,a
11,Cesar,1637200,6,e
20,Meta,662200,2,c
23,Putumayo,1455000,16,b
3,Arauca,1622600,14,b
25,Risaralda,397200,3,e
9,Casanare,1826200,14,c
11,Cesar,1462800,21,d
32,Vichada,685000,19,b
20,Meta,1550400,1,b
32,Vichada,100000,3,a
25,Risaralda,1586800,30,c
8,Caqueta,958400,12,d
22,Norte de Santander,613800,16,a
26,San Andres y Providencia,349600,8,d
17,Huila,1925800,14,c
11,Cesar,1380800,17,b
28,Sucre,1464200,14,a
6,Boyaca,871200,1,a
25,Risaralda,905200,23,e
9,Casanare,65600,4,e
16,Guaviare,887800,28,d
9,Casanare,1728600,0,c
23,Putumayo,936200,24,b
12,Choco,1054600,0,d
11,Cesar,366600,13,d
22,Norte de Santander,107000,23,c
23,Putumayo,614400,2,c
32,Vichada,1459600,23,b
17,Huila,501600,29,a
5,Bolivar,243200,13,b
21,Narino,936800,27,c
4,Atlantico,1505800,26,d
31,Vaupes,641000,13,e
31,Vaupes,240200,20,d
26,San Andres y Providencia,561800,21,d
32,Vichada,838600,12,e
18,La Guajira,1025400,24,b
19,Magdalena,877400,6,a
5,Bolivar,1700000,22,e
6,Boyaca,1400000,20,d
4,Atlantico,31600,19,c
31,Vaupes,1968800,16,b
4,Atlantico,1256000,15,d
1,Amazonas,288800,11,d
12,Choco,299400,29,c
17,Huila,884000,7,b
15,Guainia,310000,11,d
13,Cordoba,588400,28,d
19,Magdalena,1392000,8,d
1,Amazonas,1621200,29,a
8,Caqueta,1496400,19,a
30,Valle del Cauca,793200,6,a
1,Amazonas,241000,5,b
3,Arauca,17800,3,d
32,Vichada,289600,18,a
24,Quindio,1701400,23,e
7,Caldas,136000,25,c
14,Cundinamarca,1498600,5,a
26,San Andres y Providencia,226800,28,a
30,Valle del Cauca,1408400,7,d
32,Vichada,780200,0,a
32,Vichada,172200,16,a
24,Quindio,938800,23,b
31,Vaupes,1702800,24,c
31,Vaupes,1317400,25,e
2,Antioquia,1985200,27,b
4,Atlantico,1250200,10,e
3,Arauca,1641200,6,c
27,Santander,1366400,2,d
20,Meta,879600,6,e
8,Caqueta,1614000,28,b
15,Guainia,520400,0,b
20,Meta,723200,15,a
24,Quindio,1502400,26,e
15,Guainia,1995400,24,d
3,Arauca,300200,6,c
7,Caldas,1464800,30,d
24,Quindio,1113600,14,b
16,Guaviare,1184200,21,a
4,Atlantico,774000,7,b
8,Caqueta,1202200,19,c
15,Guainia,233800,7,c
27,Santander,1495800,26,d
9,Casanare,361800,19,d
17,Huila,1787400,24,b
14,Cundinamarca,1591000,14,a
26,San Andres y Providencia,1285000,20,a
20,Meta,532800,3,d
1,Amazonas,850000,3,d
32,Vichada,602200,18,b
3,Arauca,1386000,17,d
21,Narino,862200,29,c
5,Bolivar,1085000,10,b
17,Huila,1897000,22,b
18,La Guajira,1277800,22,e
28,Sucre,236600,23,d
10,Cauca,782200,4,e
25,Risaralda,1993400,20,a
4,Atlantico,1217200,11,d
18,La Guajira,1684000,0,b
6,Boyaca,1257600,16,b
32,Vichada,662800,14,e
29,Tolima,229600,12,d
28,Sucre,1679600,4,a
29,Tolima,1781800,0,d
24,Quindio,1766600,3,a
6,Boyaca,261600,20,a
3,Arauca,1312400,10,e
8,Caqueta,1370600,19,c
25,Risaralda,460000,16,c
9,Casanare,428600,24,b
30,Valle del Cauca,688200,23,d
22,Norte de Santander,418000,17,d
32,Vichada,1520000,15,a
26,San Andres y Providencia,1652800,22,a
21,Narino,1598000,11,b
2,Antioquia,401800,15,d
15,Guainia,1902000,3,b
27,Santander,600000,2,d
19,Magdalena,539600,10,a
17,Huila,569000,11,e
32,Vichada,131800,11,e
23,Putumayo,1675000,5,a
29,Tolima,1508400,13,e
2,Antioquia,572400,13,a
9,Casanare,143800,6,e
24,Quindio,1030000,2,a
30,Valle del Cauca,1978000,15,c
22,Norte de Santander,1240400,21,e
9,Casanare,61800,2,d
22,Norte de Santander,1377000,26,e
31,Vaupes,1836000,15,a
18,La Guajira,1750400,21,d
32,Vichada,442600,7,b
27,Santander,751600,1,c
26,San Andres y Providencia,823800,11,b
25,Risaralda,129400,30,c
4,Atlantico,259800,22,e
7,Caldas,807800,28,d
22,Norte de Santander,1188400,2,e
32,Vichada,959000,7,c
4,Atlantico,148800,20,c
21,Narino,847200,30,b
31,Vaupes,254400,2,e
19,Magdalena,49000,17,a
21,Narino,1456000,21,c
17,Huila,261800,19,b
14,Cundinamarca,1423200,15,c
18,La Guajira,1311400,30,c
2,Antioquia,157000,21,b
15,Guainia,1182200,30,e
25,Risaralda,994800,4,b
27,Santander,1566000,26,c
11,Cesar,847000,4,c
18,La Guajira,1133400,10,b
12,Choco,1600800,18,a
24,Quindio,946000,1,b
13,Cordoba,1521600,22,a
23,Putumayo,349000,24,c
26,San Andres y Providencia,190600,23,a
21,Narino,1206400,10,b
9,Casanare,1341400,19,b
30,Valle del Cauca,882800,17,a
16,Guaviare,1006000,26,d
4,Atlantico,1275200,2,e
20,Meta,1211400,15,b
10,Cauca,600600,1,b
4,Atlantico,760600,13,a
20,Meta,1605600,18,a
6,Boyaca,1402000,14,b
27,Santander,1250000,6,a
3,Arauca,653400,11,e
12,Choco,197200,11,a
14,Cundinamarca,303800,26,d
20,Meta,1303200,20,c
12,Choco,1408600,23,c
7,Caldas,1971400,21,d
6,Boyaca,1515400,3,e
21,Narino,85800,20,d
6,Boyaca,414400,13,a
26,San Andres y Providencia,696400,17,b
16,Guaviare,4800,22,a
23,Putumayo,337600,22,e
26,San Andres y Providencia,545600,25,d
19,Magdalena,56200,0,b
6,Boyaca,1686600,17,b
14,Cundinamarca,1248000,17,a
6,Boyaca,1021600,20,d
30,Valle del Cauca,644200,29,d
17,Huila,788600,21,e
2,Antioquia,492800,13,a
14,Cundinamarca,433000,15,b
13,Cordoba,386800,15,d
5,Bolivar,1253200,9,d
8,Caqueta,205200,26,a
23,Putumayo,1102400,5,b
15,Guainia,543000,4,a
32,Vichada,626800,28,a
1,Amazonas,446400,22,e
17,Huila,791400,29,c
23,Putumayo,185600,16,a
32,Vichada,1444800,24,c
2,Antioquia,1869400,16,e
21,Narino,1046400,8,b
3,Arauca,864800,30,a
19,Magdalena,1412400,10,a
23,Putumayo,1348800,10,d
15,Guainia,104000,6,c
8,Caqueta,1687000,23,d
1,Amazonas,1971400,4,c
3,Arauca,836200,0,c
27,Santander,492400,5,e
12,Choco,155000,7,e
24,Quindio,419000,17,b
3,Arauca,118800,1,e
2,Antioquia,1991000,13,e
32,Vichada,772400,16,c
11,Cesar,504200,18,d
7,Caldas,11200,18,a
19,Magdalena,1293200,13,d
5,Bolivar,102200,15,e
16,Guaviare,49600,14,c
17,Huila,918200,10,e
5,Bolivar,1901000,9,b
14,Cundinamarca,1105600,3,e
15,Guainia,1756200,11,e
5,Bolivar,474200,4,a
1,Amazonas,899200,7,c
17,Huila,997000,22,c
9,Casanare,1550400,3,d
5,Bolivar,865200,26,b
7,Caldas,516600,24,b
12,Choco,1742800,9,e
17,Huila,844800,12,a
11,Cesar,1149200,12,d
4,Atlantico,477400,13,d
26,San Andres y Providencia,865000,3,e
22,Norte de Santander,1311200,21,a
5,Bolivar,1385600,2,c
2,Antioquia,993800,5,e
30,Valle del Cauca,1040800,12,c
4,Atlantico,103600,9,a
9,Casanare,1337400,8,d
10,Cauca,1981400,27,c
31,Vaupes,480400,2,b
14,Cundinamarca,1569600,0,e
32,Vichada,1054600,29,e
3,Arauca,1440400,0,c
18,La Guajira,467400,29,d
31,Vaupes,1829000,21,e
32,Vichada,1671400,17,e
1,Amazonas,398600,0,d
16,Guaviare,1362200,30,d
16,Guaviare,830200,24,e
6,Boyaca,1361800,9,b
1,Amazonas,1610000,9,e
11,Cesar,1456200,21,a
14,Cundinamarca,637000,27,a
2,Antioquia,1501200,18,d
24,Quindio,1146400,5,d
16,Guaviare,127200,7,c
21,Narino,892000,1,e
28,Sucre,6800,3,d
16,Guaviare,1112800,27,d
29,Tolima,1287200,14,d
24,Quindio,1716600,0,d
10,Cauca,322400,24,c
17,Huila,752800,18,a
28,Sucre,1565600,9,e
25,Risaralda,1023000,3,b
6,Boyaca,248800,26,a
8,Caqueta,1709000,10,a
14,Cundinamarca,35600,25,e
3,Arauca,1153000,26,e
23,Putumayo,92400,24,e
7,Caldas,398800,17,c
29,Tolima,1878200,11,d
6,Boyaca,210400,13,b
8,Caqueta,995400,27,a
24,Quindio,1736600,20,a
17,Huila,1137800,13,c
27,Santander,1720400,1,b
12,Choco,1810600,2,a
15,Guainia,94000,24,c
31,Vaupes,249200,19,e
13,Cordoba,1264200,11,e
24,Quindio,1586600,24,e
31,Vaupes,1778600,10,a
23,Putumayo,1368400,12,e
12,Choco,1080400,5,a
22,Norte de Santander,1132600,12,b
21,Narino,642600,26,b
10,Cauca,293400,12,c
23,Putumayo,682800,8,a
11,Cesar,1991000,0,e
23,Putumayo,249800,2,e
8,Caqueta,1548800,19,b
30,Valle del Cauca,637200,16,b
17,Huila,1577400,2,b
18,La Guajira,1400,30,c
20,Meta,912400,13,a
7,Caldas,1400,15,c
14,Cundinamarca,1033200,29,c
3,Arauca,235000,19,c
30,Valle del Cauca,570600,21,e
7,Caldas,127000,4,b
32,Vichada,905600,17,a
9,Casanare,1670200,14,b
1,Amazonas,901400,23,e
30,Valle del Cauca,1806200,0,a
1,Amazonas,1034800,5,d
15,Guainia,215800,4,a
16,Guaviare,810800,24,c
29,Tolima,1988200,4,d
31,Vaupes,1398400,12,e
24,Quindio,463000,27,e
13,Cordoba,306800,4,d
4,Atlantico,402600,29,a
10,Cauca,685000,21,d
16,Guaviare,999400,23,e
23,Putumayo,515400,9,a
27,Santander,844200,14,c
16,Guaviare,1470200,2,c
28,Sucre,1250800,10,d
12,Choco,1727600,0,a
31,Vaupes,1985000,7,e
23,Putumayo,1684200,7,a
4,Atlantico,1179800,0,d
14,Cundinamarca,447800,19,a
13,Cordoba,322200,19,e
20,Meta,727000,18,d
14,Cundinamarca,462600,17,e
3,Arauca,1332600,14,e
21,Narino,1188000,15,d
4,Atlantico,643600,28,c
12,Choco,2800,5,c
23,Putumayo,1919000,3,a
9,Casanare,1778800,7,b
4,Atlantico,709000,26,c
28,Sucre,1125400,27,e
23,Putumayo,194000,2,d
29,Tolima,1548400,30,a
20,Meta,1076800,8,a
5,Bolivar,457600,10,d
15,Guainia,975400,20,c
31,Vaupes,1462800,11,a
2,Antioquia,673000,7,a
14,Cundinamarca,340200,23,c
7,Caldas,826400,7,c
3,Arauca,493800,17,c
17,Huila,1695400,25,a
9,Casanare,1971400,15,b
23,Putumayo,377000,17,a
25,Risaralda,131400,2,b
21,Narino,284200,15,e
4,Atlantico,720200,18,a
30,Valle del Cauca,966000,23,b
20,Meta,1804400,25,b
23,Putumayo,1419000,22,a
27,Santander,1771000,0,e
7,Caldas,88600,3,d
27,Santander,1320200,3,e
28,Sucre,867600,30,e
25,Risaralda,1061200,16,e
23,Putumayo,1271600,7,b
24,Quindio,1645000,14,a
10,Cauca,1172800,11,a
32,Vichada,221600,12,b
22,Norte de Santander,1719400,2,a
18,La Guajira,677000,7,e
20,Meta,960400,28,b
16,Guaviare,89000,20,d
6,Boyaca,342800,15,e
2,Antioquia,605600,2,b
25,Risaralda,1549200,5,b
26,San Andres y Providencia,599600,7,c
2,Antioquia,1035400,3,c
1,Amazonas,933600,21,a
23,Putumayo,678800,0,e
31,Vaupes,1947000,29,a
1,Amazonas,184400,2,e
9,Casanare,1287600,24,c
21,Narino,1071400,19,e
8,Caqueta,580800,4,a
27,Santander,776200,30,b
3,Arauca,837600,18,a
31,Vaupes,1859400,30,a
6,Boyaca,286200,29,b
23,Putumayo,361200,26,b
17,Huila,225600,20,b
24,Quindio,391000,24,b
22,Norte de Santander,1745600,18,a
32,Vichada,1376400,1,a
1,Amazonas,645600,23,b
13,Cordoba,1438400,25,e
1,Amazonas,253600,2,b
25,Risaralda,307400,2,b
20,Meta,1345200,21,a
7,Caldas,145600,20,a
23,Putumayo,826000,16,e
29,Tolima,1192800,18,e
8,Caqueta,806200,25,b
2,Antioquia,481200,13,a
15,Guainia,749200,22,c
29,Tolima,1089000,6,d
11,Cesar,1774600,16,c
9,Casanare,1696800,23,d
24,Quindio,589200,1,d
17,Huila,1696200,3,a
13,Cordoba,820200,30,c
20,Meta,1048800,12,c
4,Atlantico,498800,12,a
19,Magdalena,198200,30,e
29,Tolima,147800,5,b
14,Cundinamarca,1102000,22,d
12,Choco,1239400,1,a
16,Guaviare,1126000,13,d
13,Cordoba,1215000,16,e
1,Amazonas,1468000,3,e
24,Quindio,833000,21,c
6,Boyaca,395600,27,c
32,Vichada,349200,16,c
29,Tolima,1660800,22,d
14,Cundinamarca,500000,15,b
19,Magdalena,907200,5,d
14,Cundinamarca,563600,25,a
26,San Andres y Providencia,56800,10,b
22,Norte de Santander,982400,1,c
25,Risaralda,1841400,23,b
1,Amazonas,1971200,16,a
5,Bolivar,389800,15,e
3,Arauca,374600,3,a
20,Meta,204800,0,b
12,Choco,857200,24,d
12,Choco,1196800,5,a
29,Tolima,1927000,10,c
26,San Andres y Providencia,437200,14,d
10,Cauca,1127400,0,b
1,Amazonas,895000,19,e
20,Meta,1820200,7,c
3,Arauca,1378800,0,e
4,Atlantico,295800,1,b
24,Quindio,1770000,2,a
31,Vaupes,519600,29,a
26,San Andres y Providencia,1319200,7,c
10,Cauca,776400,18,a
7,Caldas,1510600,3,b
21,Narino,45400,10,e
15,Guainia,332200,26,a
31,Vaupes,1095000,19,c
5,Bolivar,1618600,14,e
21,Narino,1569200,5,a
32,Vichada,1935800,10,b
13,Cordoba,1996400,5,a
12,Choco,66400,21,e
29,Tolima,1820000,29,c
19,Magdalena,1154600,30,d
17,Huila,1639600,18,d
27,Santander,1867200,21,a
31,Vaupes,1307800,2,e
5,Bolivar,600,14,d
11,Cesar,1503200,13,c
20,Meta,391000,14,c
1,Amazonas,1901600,15,b
22,Norte de Santander,964200,8,e
9,Casanare,952400,3,d
26,San Andres y Providencia,594800,15,a
23,Putumayo,371600,7,b
2,Antioquia,929400,25,b
5,Bolivar,1082800,14,e
11,Cesar,1014800,0,e
16,Guaviare,127800,15,e
13,Cordoba,1235200,9,c
13,Cordoba,525200,9,d
4,Atlantico,692000,29,c
15,Guainia,1791200,30,b
12,Choco,902000,25,a
29,Tolima,1544800,9,d
22,Norte de Santander,978000,2,a
17,Huila,608800,23,d
21,Narino,542000,28,e
6,Boyaca,1608200,20,c
6,Boyaca,363400,27,b
18,La Guajira,678200,17,c
23,Putumayo,1554400,17,c
9,Casanare,466600,17,d
28,Sucre,1151600,6,b
2,Antioquia,318200,25,d
29,Tolima,1062000,11,a
5,Bolivar,871800,3,e
22,Norte de Santander,1559200,22,e
28,Sucre,1354600,7,b
24,Quindio,409400,10,e
13,Cordoba,430600,1,a
6,Boyaca,1117800,12,a
6,Boyaca,758000,1,c
32,Vichada,950800,19,e
20,Meta,1093600,6,a
31,Vaupes,837200,2,a
25,Risaralda,1380000,10,e
26,San Andres y Providencia,1955400,2,c
21,Narino,1117200,29,e
14,Cundinamarca,994600,3,a
7,Caldas,619000,28,d
31,Vaupes,351000,12,a
24,Quindio,690200,13,c
32,Vichada,1415800,24,d
26,San Andres y Providencia,854400,19,e
4,Atlantico,673800,3,e
19,Magdalena,512000,8,d
19,Magdalena,38600,20,a
2,Antioquia,1398000,17,e
18,La Guajira,1213200,29,b
31,Vaupes,472600,22,a
21,Narino,1917200,30,c
2,Antioquia,1906800,25,b
11,Cesar,239000,5,d
20,Meta,588800,4,a
21,Narino,457800,10,a
19,Magdalena,966600,24,e
11,Cesar,465400,22,b
12,Choco,1137800,6,e
29,Tolima,1984800,2,b
3,Arauca,1339200,18,a
20,Meta,1813200,12,c
2,Antioquia,638600,24,e
14,Cundinamarca,788000,24,c
27,Santander,795000,1,e
7,Caldas,1884200,4,b
27,Santander,1288200,17,b
24,Quindio,628600,5,d
29,Tolima,1968200,16,d
22,Norte de Santander,720800,11,d
30,Valle del Cauca,1314000,8,e
19,Magdalena,1257400,22,d
16,Guaviare,821800,24,e
24,Quindio,1142800,13,c
30,Valle del Cauca,1301200,30,d
32,Vichada,1672400,9,e
4,Atlantico,1170600,19,c
27,Santander,212800,4,e
14,Cundinamarca,538000,6,c
5,Bolivar,487600,25,e
10,Cauca,1154800,19,a
27,Santander,1529600,19,e
11,Cesar,847400,28,c
14,Cundinamarca,545000,4,d
25,Risaralda,1271200,24,b
28,Sucre,1683200,0,e
18,La Guajira,1637800,8,c
16,Guaviare,620200,15,b
15,Guainia,1452600,6,e
16,Guaviare,1311400,11,c
15,Guainia,884800,4,d
14,Cundinamarca,496400,12,b
24,Quindio,1907800,16,c
15,Guainia,1867200,22,b
21,Narino,1115400,22,b
31,Vaupes,1420400,25,a
11,Cesar,144600,25,c
13,Cordoba,1156000,27,e
21,Narino,1918800,8,b
8,Caqueta,427200,22,c
24,Quindio,1691400,15,e
8,Caqueta,169600,28,b
20,Meta,1762600,7,b
13,Cordoba,1762600,13,d
31,Vaupes,1354000,27,a
17,Huila,234600,5,e
24,Quindio,907800,12,d
10,Cauca,1077000,28,d
20,Meta,867400,13,e
6,Boyaca,1446200,25,a
8,Caqueta,656200,14,b
28,Sucre,79000,1,a
24,Quindio,605800,14,c
25,Risaralda,166000,22,e
24,Quindio,1184000,17,b
3,Arauca,1975800,21,a
24,Quindio,931400,23,a
8,Caqueta,216600,26,c
25,Risaralda,1222000,19,b
16,Guaviare,706400,14,a
9,Casanare,1059400,17,c
